Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
The Karate Kid Part II,PG,06/18/1986,"['Adventure,', 'Drama,', 'Action,', 'Romance,', 'Family']",English,"$13,000,000.00","$115,103,979.00",113.0
Piranha 3D,R,08/20/2010,"['Comedy,', 'Horror']",English,"$24,000,000.00","$83,188,165.00",88.0
Total Recall,PG-13,08/02/2012,"['Action,', 'Science Fiction,', 'Thriller']",English,"$125,000,000.00","$198,802,074.00",118.0
Sing a Bit of Harmony,12,10/29/2021,"['Animation,', 'Drama,', 'Science Fiction']",Released,Language,-,109.0
The Babysitter,R,10/13/2017,"['Comedy,', 'Horror']",English,-,-,85.0
Inheritance,NR,05/22/2020,['Thriller'],English,-,-,110.0
Halloween,R,10/25/1978,"['Horror,', 'Thriller']",English,"$325,000.00","$70,274,000.00",91.0
Intergalactic Meeting,L,09/22/2022,"['Adventure,', 'Science Fiction,', 'Comedy']",Status,Original,-,85.0
Transporter 2,PG-13,09/02/2005,"['Action,', 'Thriller,', 'Crime']",English,"$32,000,000.00","$89,083,229.00",87.0
Hocus Pocus,PG,07/16/1993,"['Fantasy,', 'Comedy,', 'Family']",English,"$28,000,000.00","$39,514,713.00",96.0
Child's Play 2,R,11/09/1990,"['Horror,', 'Thriller']",English,"$13,000,000.00","$35,763,605.00",84.0
Paranormal Activity,R,09/14/2007,"['Horror,', 'Mystery']",English,"$215,000.00","$194,183,034.00",85.0
Insidious: Fear the Dark,,07/07/2023,['Horror'],Language,Budget,-,
Freddy vs. Jason,R,09/18/2003,['Horror'],English,"$30,000,000.00","$116,643,421.00",97.0
The Curious Case of Benjamin Button,PG-13,12/25/2008,"['Drama,', 'Fantasy,', 'Romance']",English,"$150,000,000.00","$335,802,786.00",166.0
The Polar Express,G,11/25/2004,"['Animation,', 'Family,', 'Adventure,', 'Fantasy,', 'Comedy']",English,"$165,000,000.00","$310,634,054.00",100.0
Casper,PG,05/26/1995,"['Fantasy,', 'Comedy,', 'Family']",English,"$50,000,000.00","$287,928,194.00",100.0
Female Hostel 2,19+,03/22/2018,"['Romance,', 'Drama']",Status,Original,-,82.0
Curse of Chucky,R,10/08/2013,"['Horror,', 'Thriller']",English,"$5,000,000.00","$3,800,000.00",97.0
The Domestics,R,06/28/2018,"['Thriller,', 'Horror']",English,-,-,95.0
Independence Day: Resurgence,PG-13,06/23/2016,"['Action,', 'Adventure,', 'Science Fiction']",English,"$165,000,000.00","$389,681,935.00",
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,PG12,02/15/2019,"['Action,', 'Adventure,', 'Comedy,', 'Fantasy,', 'Romance,', 'Animation']",-オリオンの矢-,Released,-,82.0
The Brave One,R,10/11/2007,"['Crime,', 'Drama,', 'Thriller']",English,"$70,000,000.00","$69,766,619.00",122.0
The Walking Dead: The Journey So Far,,10/16/2016,['Documentary'],English,-,-,96.0
District 9,16,08/13/2009,['Science Fiction'],English,"$30,000,000.00","$210,819,611.00",112.0
No Country for Old Men,R,11/08/2007,"['Crime,', 'Drama,', 'Thriller']",English,"$25,000,000.00","$171,627,166.00",122.0
The Testament of Sister New Devil: Departures,NC-17,01/27/2018,"['Animation,', 'Action,', 'Romance,', 'Fantasy']",Status,Original,-,
Home,PG,03/25/2015,"['Fantasy,', 'Comedy,', 'Animation,', 'Science Fiction,', 'Family']",English,"$135,000,000.00","$368,871,007.00",94.0
White House Down,PG-13,06/28/2013,"['Action,', 'Drama,', 'Thriller']",English,"$150,000,000.00","$205,366,737.00",131.0
Desperate Riders,PG-13,02/25/2022,"['Western,', 'Action']",English,-,-,90.0
Pokémon the Movie: Volcanion and the Mechanical Marvel,G,07/16/2016,"['Family,', 'Adventure,', 'Animation,', 'Fantasy,', 'Science Fiction']",Status,Original,-,97.0
Robin Hood,12A,05/12/2010,"['Action,', 'Adventure,', 'Drama']",English,"$200,000,000.00","$321,669,741.00",140.0
Diary of a Nymphomaniac,18,10/17/2008,"['Drama,', 'Romance']",una,Status,-,102.0
Minions,PG,06/17/2015,"['Family,', 'Animation,', 'Adventure,', 'Comedy']",English,"$74,000,000.00","$1,156,730,962.00",91.0
Outside the Wire,M18,01/15/2021,"['Thriller,', 'Action,', 'Science Fiction']",English,-,-,116.0
Mother's Job,19+,07/27/2017,"['Romance,', 'Drama']",Status,Original,-,79.0
Whisper of the Heart,G,07/15/1995,"['Animation,', 'Drama,', 'Family']",Released,Language,-,111.0
22 Bullets,12,06/10/2010,"['Drama,', 'Crime,', 'Thriller']",Released,Language,-,117.0
City of God,18,06/26/2003,"['Drama,', 'Crime']",Deus,Released,"$30,641,770.00",130.0
Enemy at the Gates,M18,04/26/2001,"['Drama,', 'War,', 'History']",English,"$68,000,000.00","$96,976,270.00",131.0
Geostorm,PG-13,10/20/2017,"['Action,', 'Science Fiction,', 'Thriller']",English,"$120,000,000.00","$221,600,160.00",109.0
Shrek the Halls,PG,11/28/2007,"['Adventure,', 'Animation,', 'Comedy,', 'Fantasy,', 'Family']",English,"$60,000,000.00",-,
Cirque du Freak: The Vampire's Assistant,PG-13,10/23/2009,"['Adventure,', 'Fantasy,', 'Action,', 'Thriller']",English,"$40,000,000.00","$28,169,671.00",109.0
Clown,18,06/17/2016,['Horror'],English,-,"$4,381,603.00",100.0
G.I. Joe: Retaliation,PG-13,05/03/2013,"['Science Fiction,', 'Adventure,', 'Action,', 'Thriller']",English,"$130,000,000.00","$371,876,278.00",110.0
King Tweety,PG,06/14/2022,"['Animation,', 'Comedy,', 'Family']",English,-,-,81.0
Ong Bak: Muay Thai Warrior,R,01/21/2003,"['Action,', 'Thriller']",Released,Language,"$20,112,926.00",105.0
The Princess,12A,05/30/2022,"['Documentary,', 'History']",English,-,-,104.0
"The Simpsons: The Good, the Bart, and the Loki",PG,07/07/2021,"['Animation,', 'Comedy,', 'Family']",English,-,-,
Sex and the City 2,R,05/27/2010,"['Comedy,', 'Drama,', 'Romance']",English,"$100,000,000.00","$290,745,055.00",146.0
Silverton Siege,NC16,04/27/2022,"['Action,', 'Crime,', 'Drama']",English,-,-,100.0
Centauro,16,06/15/2022,"['Action,', 'Crime,', 'Thriller']",Spanish;,Budget,-,89.0
Rocky V,PG-13,11/16/1990,['Drama'],English,"$42,000,000.00","$119,946,358.00",104.0
Blood Red Sky,M18,07/23/2021,"['Horror,', 'Thriller,', 'Action']",German,"$17,739,525.00",-,123.0
Lionheart,R,01/11/1991,['Action'],English,"$6,000,000.00","$24,271,196.00",105.0
Tom and Jerry: The Fast and the Furry,G,10/11/2005,"['Family,', 'Animation,', 'Comedy,', 'Action,', 'Adventure']",English,-,-,75.0
The Munsters,PG,09/27/2022,"['Comedy,', 'Fantasy']",English,-,-,110.0
Father Stu,R,04/13/2022,['Drama'],English,"$4,000,000.00","$21,591,034.00",124.0
Stand by Me Doraemon,G,08/08/2014,"['Animation,', 'Family,', 'Science Fiction,', 'Fantasy']",ME,Status,"$83,061,158.00",90.0
Family History Mysteries: Buried Past,G,02/05/2023,"['TV Movie,', 'Drama']",English,-,-,84.0
Super Mario Bros.,PG,05/28/1993,"['Action,', 'Adventure,', 'Comedy,', 'Family,', 'Science Fiction']",English,"$48,000,000.00","$20,915,465.00",104.0
Batman Returns,PG-13,06/19/1992,"['Action,', 'Fantasy']",English,"$80,000,000.00","$280,000,000.00",126.0
Sucker Punch,PG-13,03/25/2011,"['Action,', 'Fantasy,', 'Thriller']",English,"$82,000,000.00","$89,792,502.00",110.0
The Book of Daniel,G,10/01/2013,"['Fantasy,', 'Drama']",English,-,-,88.0
12 Strong,R,01/19/2018,"['War,', 'Drama,', 'Action,', 'History']",English,"$35,000,000.00","$67,450,815.00",130.0
Megan Is Missing,,05/01/2011,"['Drama,', 'Horror,', 'Thriller']",English,-,-,85.0
Blaze,MA15+,08/25/2022,"['Drama,', 'Fantasy,', 'Crime']",English,-,-,101.0
How I Became a Superhero,NC16,07/09/2021,"['Science Fiction,', 'Adventure,', 'Action,', 'Comedy,', 'Thriller']",suis,super-héros,-,101.0
We Can Be Heroes,PG,12/25/2020,"['Action,', 'Fantasy,', 'Family,', 'Comedy']",English,-,-,97.0
Inuyasha the Movie 3: Swords of an Honorable Ruler,PG-13,12/20/2003,"['Animation,', 'Fantasy,', 'Adventure']",Status,Original,-,99.0
The Magnificent Seven,NR,05/08/2001,"['Western,', 'Action,', 'Adventure']",English,"$2,000,000.00","$4,905,000.00",128.0
Not Another Teen Movie,R,12/07/2001,['Comedy'],English,"$16,000,000.00","$66,468,332.00",89.0
[REC],18,10/30/2008,"['Horror,', 'Mystery']",Spanish;,Budget,"$32,511,655.00",78.0
Diary of a Wimpy Kid,PG,12/03/2021,"['Animation,', 'Comedy,', 'Family']",English,-,-,
Step Up All In,PG-13,08/08/2014,"['Romance,', 'Drama,', 'Music']",English,"$45,000,000.00","$86,165,646.00",112.0
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,05/22/2008,"['Adventure,', 'Action']",English,"$185,000,000.00","$786,636,033.00",122.0
I Spit on Your Grave III: Vengeance is Mine,R,10/09/2015,"['Horror,', 'Thriller']",English,-,"$144,420.00",91.0
Universal Soldier: Regeneration,R,10/01/2009,"['Adventure,', 'Action,', 'Science Fiction,', 'Thriller']",English,"$14,000,000.00","$875,386.00",97.0
Bodies Bodies Bodies,R,08/05/2022,"['Comedy,', 'Horror']",English,-,"$13,905,020.00",94.0
Snow White and the Huntsman,PG-13,05/31/2012,"['Adventure,', 'Fantasy,', 'Drama']",English,"$170,000,000.00","$396,600,000.00",127.0
Jackie Chan Kung Fu Master,,07/03/2009,"['Action,', 'Comedy,', 'Family']",Cheng,Status,-,85.0
Young Mother's Friend,19+,09/28/2018,['Romance'],친구,Released,-,80.0
Live Free or Die Hard,15,06/20/2007,"['Action,', 'Thriller']",English,"$110,000,000.00","$383,531,464.00",128.0
Cinderella,PG,09/03/2021,"['Fantasy,', 'Romance,', 'Comedy']",English,-,-,113.0
Dangerous Drugs of Sex,,02/14/2020,"['Thriller,', 'Drama']",Released,Language,-,89.0
Peter Pan,PG,12/25/2003,"['Adventure,', 'Fantasy,', 'Family']",English,"$100,000,000.00","$121,975,011.00",113.0
Werewolves Within,NC16,10/07/2021,"['Horror,', 'Comedy']",English,"$6,500,000.00","$937,490.00",97.0
Alvin and the Chipmunks: Chipwrecked,G,12/16/2011,"['Comedy,', 'Fantasy,', 'Family,', 'Music,', 'Animation']",English,"$75,000,000.00","$342,695,435.00",87.0
"Crazy, Stupid, Love.",PG-13,07/29/2011,"['Comedy,', 'Drama,', 'Romance']",English,"$50,000,000.00","$142,851,197.00",118.0
Night Teeth,R21,10/20/2021,"['Horror,', 'Thriller,', 'Action']",English,"$21,700,000.00",-,107.0
The Wedding Ringer,R,01/16/2015,['Comedy'],English,"$23,000,000.00","$79,799,880.00",101.0
Flipped,PG,08/06/2010,"['Romance,', 'Drama']",English,"$14,000,000.00","$1,755,212.00",89.0
London Has Fallen,15,03/03/2016,"['Action,', 'Thriller']",English,"$60,000,000.00","$205,754,447.00",99.0
Public Enemies,R,07/23/2009,"['Action,', 'Crime']",English,"$100,000,000.00","$214,104,620.00",140.0
3 Idiots,UA,12/25/2009,"['Drama,', 'Comedy']",Hindi,"$9,000,000.00","$70,000,000.00",170.0
Source Code,PG-13,04/21/2011,"['Thriller,', 'Science Fiction,', 'Mystery']",English,"$32,000,000.00","$147,332,697.00",94.0
Bram Stoker's Dracula,R,11/13/1992,"['Romance,', 'Horror']",English,"$40,000,000.00","$215,862,692.00",128.0
Allegiant,PG-13,03/17/2016,"['Adventure,', 'Science Fiction,', 'Action,', 'Mystery']",English,"$110,000,000.00","$179,246,868.00",
Bad Boys,R,04/07/1995,"['Action,', 'Comedy,', 'Crime,', 'Thriller']",English,"$19,000,000.00","$141,407,024.00",119.0
Those Who Wish Me Dead,NC16,05/06/2021,"['Thriller,', 'Action']",English,"$20,000,000.00","$23,384,502.00",100.0
"As Above, So Below",R,09/03/2014,"['Horror,', 'Thriller']",English,"$5,000,000.00","$41,900,000.00",93.0
Crush,16,04/29/2022,"['Comedy,', 'Romance']",English,-,-,92.0
Training Day,R,10/05/2001,"['Action,', 'Crime,', 'Drama']",English,"$45,000,000.00","$104,876,233.00",122.0
I Believe,9,11/07/2017,['Family'],English,-,-,90.0
Dinosaur Hotel,,06/11/2021,"['Horror,', 'Science Fiction,', 'Mystery']",English,-,-,77.0
Memento,R,06/28/2001,"['Mystery,', 'Thriller']",English,"$9,000,000.00","$39,723,096.00",113.0
Nun in Rope Hell,,05/25/1984,['Drama'],Status,Original,-,69.0
The Hunger Games,PG-13,03/23/2012,"['Science Fiction,', 'Adventure,', 'Fantasy']",English,"$75,000,000.00","$694,394,724.00",142.0
The Party at Kitty and Stud's,,02/10/1970,"['Comedy,', 'Drama']",English,"$5,000.00",-,71.0
Saw IV,18A,10/25/2007,"['Horror,', 'Thriller,', 'Crime']",English,"$10,000,000.00","$139,352,633.00",96.0
Candyman,M18,09/23/2021,"['Horror,', 'Mystery,', 'Thriller']",English,"$25,000,000.00","$77,411,570.00",91.0
Seventh Son,12A,12/30/2014,"['Adventure,', 'Fantasy']",English,"$95,000,000.00","$114,178,613.00",102.0
Machete,R,09/03/2010,"['Action,', 'Comedy,', 'Thriller']",English,"$20,000,000.00","$44,093,316.00",105.0
Blade II,R,04/04/2002,"['Fantasy,', 'Horror,', 'Action,', 'Thriller']",English,"$54,000,000.00","$155,010,032.00",117.0
Jojo Rabbit,PG13,01/02/2020,"['Comedy,', 'War,', 'Drama']",English,"$14,000,000.00","$82,468,705.00",108.0
The Hunt,M18 (edited),08/13/2020,"['Action,', 'Thriller,', 'Horror']",English,"$14,000,000.00","$42,415,898.00",90.0
PAW Patrol: Jet to the Rescue,AL,09/08/2020,"['Family,', 'Animation']",English,-,-,
Carrie,16,11/04/2002,"['Drama,', 'Horror,', 'TV Movie']",English,-,-,132.0
Stillwater,R,07/30/2021,"['Drama,', 'Crime,', 'Thriller']",English,"$20,000,000.00","$19,754,272.00",139.0
Naruto: Guardians of the Crescent Moon Kingdom,PG-13,08/05/2006,"['Adventure,', 'Animation,', 'Action']",-ナルト-,Status,"$3,224,000.00",95.0
Oldboy,R21,10/14/2004,"['Drama,', 'Thriller,', 'Mystery,', 'Action']",Released,Language,"$15,194,593.00",
Sword Art Online the Movie -Progressive- Scherzo of Deep Night,PG,12/29/2022,"['Animation,', 'Action,', 'Fantasy,', 'Science Fiction']",-プログレッシブ-,Status,-,100.0
Black Hawk Down,R,01/17/2002,"['Action,', 'History,', 'War']",English,"$92,000,000.00","$172,989,651.00",145.0
The Stronghold,U,08/18/2021,"['Thriller,', 'Action,', 'Crime']",Status,Original,-,105.0
SAS: Red Notice,M18,08/27/2021,"['Drama,', 'Action,', 'Thriller']",English,-,-,
Annihilation,M18,03/12/2018,"['Science Fiction,', 'Horror']",English,"$40,000,000.00","$43,070,915.00",115.0
I See You,R,03/11/2019,"['Thriller,', 'Mystery,', 'Horror,', 'Crime']",English,"$3,000,000.00",-,98.0
Sputnik,16+,04/23/2020,"['Science Fiction,', 'Drama,', 'Horror']",Released,Language,"$354,023.00",113.0
The Ritual,15,10/13/2017,"['Horror,', 'Thriller,', 'Mystery']",English,"$1,000,000.00","$1,786,396.00",94.0
The Losers,PG-13,04/23/2010,"['Action,', 'Adventure,', 'Crime,', 'Mystery,', 'Thriller']",English,"$25,000,000.00","$23,580,000.00",97.0
Avengers Confidential: Black Widow & Punisher,PG-13,03/25/2014,"['Animation,', 'Science Fiction,', 'Action']",＆,Status,-,83.0
Shaun of the Dead,15,09/24/2004,"['Horror,', 'Comedy']",English,"$6,100,000.00","$30,097,092.00",99.0
The Transporter,PG-13,10/02/2002,"['Action,', 'Crime,', 'Thriller']",English,"$21,000,000.00","$43,928,932.00",92.0
Porno,R,05/08/2020,"['Comedy,', 'Horror']",English,-,-,98.0
Prizefighter: The Life of Jem Belcher,16+,07/22/2022,"['Drama,', 'Action']",English,-,-,107.0
Double Impact,R,08/10/1991,"['Thriller,', 'Action,', 'Crime,', 'Drama']",English,"$15,000,000.00","$30,102,717.00",110.0
Ride Your Wave,PG,12/05/2019,"['Animation,', 'Romance,', 'Comedy,', 'Drama,', 'Fantasy']",Released,Language,-,94.0
Women Talking,PG-13,12/23/2022,['Drama'],English,-,-,104.0
The Sword,,10/18/2021,[''],Released,Language,-,64.0
Little Man,PG-13,08/31/2006,"['Comedy,', 'Crime']",English,"$64,000,000.00","$101,595,121.00",98.0
Mother's Friend,19+,05/01/2017,['Romance'],Released,Language,-,84.0
Central Intelligence,PG-13,06/16/2016,"['Action,', 'Comedy,', 'Crime,', 'Mystery']",English,"$50,000,000.00","$216,972,543.00",107.0
Step Up,PG-13,08/11/2006,"['Music,', 'Drama,', 'Romance,', 'Crime']",English,-,-,104.0
Jennifer Lopez: Halftime,NR,06/08/2022,"['Documentary,', 'Music']",English,-,-,95.0
Sleepy Hollow,R,02/17/2000,"['Drama,', 'Fantasy,', 'Thriller,', 'Mystery,', 'Horror']",English,"$100,000,000.00","$206,071,502.00",105.0
Xtreme,M18,06/04/2021,"['Action,', 'Adventure,', 'Crime']",Released,Language,-,111.0
Red Dawn,PG-13,11/22/2012,"['Action,', 'Thriller']",English,"$65,000,000.00","$44,806,783.00",93.0
Gwen Shamblin: Starving for Salvation,PG-13,02/04/2023,"['TV Movie,', 'Drama']",English,-,-,88.0
Megalodon,PG-13,10/26/2018,"['Action,', 'Science Fiction,', 'Horror,', 'TV Movie']",English,"$130,178.00","$5,303.00",90.0
Detective Knight: Redemption,R,12/09/2022,"['Action,', 'Thriller']",English,-,-,93.0
V for Vengeance,R,06/07/2022,"['Horror,', 'Action']",English,-,-,85.0
The Ring,PG-13,10/18/2002,"['Horror,', 'Mystery']",English,"$48,000,000.00","$249,348,933.00",115.0
Senior Year,M18,05/13/2022,['Comedy'],English,-,-,112.0
Father There Is Only One,APTA,08/02/2019,['Comedy'],hay,que,"$15,894,372.00",95.0
Resident Evil: Vendetta,R,05/27/2017,"['Animation,', 'Horror,', 'Adventure,', 'Mystery,', 'Action,', 'Science Fiction']",Status,Original,-,97.0
Barbie in A Mermaid Tale,G,03/09/2010,"['Animation,', 'Family,', 'Fantasy']",English,-,"$16,441,438.00",75.0
The Goonies,PG,06/07/1985,"['Adventure,', 'Comedy,', 'Family']",English,"$19,000,000.00","$61,389,680.00",114.0
Mission: Impossible III,PG-13,05/03/2006,"['Adventure,', 'Action,', 'Thriller']",English,"$150,000,000.00","$398,479,497.00",126.0
Fantasia,G,06/17/1974,"['Animation,', 'Family']",English,"$2,280,000.00","$76,411,819.00",124.0
Cast Away,PG-13,01/24/2001,"['Adventure,', 'Drama']",English,"$90,000,000.00","$429,632,142.00",143.0
Groundhog Day,PG,02/11/1993,"['Romance,', 'Fantasy,', 'Drama,', 'Comedy']",English,"$14,600,000.00","$71,074,049.00",101.0
The Vow,PG-13,04/05/2012,"['Drama,', 'Romance']",English,"$30,000,000.00","$196,114,570.00",104.0
Asterix & Obelix: Mission Cleopatra,TP,01/30/2002,"['Family,', 'Fantasy,', 'Comedy,', 'Adventure']",Obélix,Cléopâtre,"$128,027,976.00",108.0
Lord of War,16,02/16/2006,"['Crime,', 'Drama,', 'Thriller']",English,"$50,000,000.00","$72,617,068.00",122.0
Seobok: Project Clone,15,04/15/2021,"['Science Fiction,', 'Action']",Released,Language,-,114.0
Searching,PG-13,08/24/2018,"['Thriller,', 'Mystery,', 'Drama']",English,"$1,000,000.00","$75,462,037.00",102.0
Waves,M18,01/23/2020,"['Romance,', 'Drama']",English,"$6,000,000.00","$2,576,990.00",135.0
The Craft: Legacy,PG-13,10/28/2020,"['Horror,', 'Drama,', 'Fantasy']",English,"$18,000,000.00","$2,300,000.00",94.0
My Friend's Wife,19+,12/03/2015,['Romance'],아내,Released,-,80.0
Senior Couple And Exchange Sex,19+,12/23/2019,['Romance'],Status,Original,-,86.0
Beauty Salon: Special Service 2,19+,02/13/2018,['Romance'],서비스,Status,-,90.0
La Llorona,NR,01/22/2020,"['Thriller,', 'Horror,', 'Drama']",Spanish;,Budget,-,97.0
Escape Room,PG-13,01/04/2019,"['Horror,', 'Thriller,', 'Mystery']",English,"$9,000,000.00","$155,712,077.00",100.0
Suzume,G,11/11/2022,"['Animation,', 'Drama,', 'Adventure,', 'Fantasy']",Released,Language,-,121.0
The Princess Diaries 2: Royal Engagement,G,08/06/2004,"['Comedy,', 'Drama,', 'Family,', 'Romance']",English,"$40,000,000.00","$134,734,481.00",113.0
Robots,PG,03/10/2005,"['Animation,', 'Comedy,', 'Family,', 'Science Fiction']",English,"$75,000,000.00","$262,511,490.00",91.0
Pinocchio,PG,10/01/2020,"['Drama,', 'Family,', 'Fantasy']",Italian,"$12,400,000.00","$17,133,446.00",124.0
Kiki's Delivery Service,G,07/29/1989,"['Animation,', 'Family,', 'Fantasy,', 'Adventure']",Released,Language,"$4,493,017.00",103.0
The Blair Witch Project,PG,10/28/1999,"['Horror,', 'Mystery']",English,"$200,000.00","$248,639,099.00",81.0
Transformers: Beginnings,,10/16/2006,"['Animation,', 'Action,', 'Thriller,', 'Science Fiction']",English,-,-,
National Lampoon's Christmas Vacation,PG-13,12/01/1989,['Comedy'],English,"$27,000,000.00","$71,319,546.00",97.0
Gifted Hands: The Ben Carson Story,NR,02/07/2009,['Drama'],English,-,-,86.0
Men in Black II,PG-13,09/11/2005,"['Action,', 'Adventure,', 'Comedy,', 'Science Fiction']",English,"$140,000,000.00","$445,135,288.00",88.0
Words Bubble Up Like Soda Pop,PG,07/22/2021,"['Animation,', 'Romance,', 'Drama']",Released,Language,-,88.0
Atlantis: Milo's Return,G,04/22/2003,"['Fantasy,', 'Animation,', 'Science Fiction,', 'Family,', 'Action']",English,-,-,70.0
The Purge,R,06/06/2013,"['Science Fiction,', 'Horror,', 'Thriller']",English,"$3,000,000.00","$89,328,627.00",86.0
Miracle in Cell No. 7,13+,10/11/2019,['Drama'],Numéro,Status,"$19,289,062.00",132.0
The Lion Guard: Return of the Roar,A,11/22/2015,"['Family,', 'TV Movie,', 'Animation']",English,-,-,
Night at the Museum: Battle of the Smithsonian,PG,05/21/2009,"['Adventure,', 'Fantasy,', 'Action,', 'Comedy,', 'Family']",English,"$150,000,000.00","$413,106,170.00",105.0
Hellboy,PG-13,04/08/2004,"['Fantasy,', 'Action']",English,"$66,000,000.00","$99,318,987.00",122.0
Big Trip 2: Special Delivery,6+,10/27/2022,"['Animation,', 'Family']",Специальная,Status,-,90.0
Sister-in-law's Taste,19+,06/10/2020,"['Drama,', 'Romance']",Status,Original,-,70.0
Replicas,PG-13,01/11/2019,"['Science Fiction,', 'Thriller,', 'Drama']",English,"$30,000,000.00","$8,100,000.00",107.0
Alone,R,03/01/2020,"['Thriller,', 'Horror']",English,-,-,98.0
9,PG-13,09/09/2009,"['Action,', 'Adventure,', 'Animation,', 'Science Fiction,', 'Thriller']",English,"$30,000,000.00","$48,428,063.00",79.0
